,fighter_1,weight_1,reach_1,age_1,slpm_1,sapm_1,td_avg_1,sub_avg_1,strk_acc_1,strk_def_1,td_acc_1,td_def_1,wins_1,losses_1,fighter_2,weight_2,reach_2,age_2,slpm_2,sapm_2,td_avg_2,sub_avg_2,strk_acc_2,strk_def_2,td_acc_2,td_def_2,wins_2,losses_2,result,SUB_OVR,KO_OVR
678,SeungGukChoi,125,64,27,2.63,2.33,1.5,0.0,43,61,33,90,6,1,HyunSungPark,125,66,28,4.7,4.7,4.28,4.3,61,47,28,0,7,0,0,1,0
679,JiYeonKim,125,72,34,5.79,5.77,0.0,0.0,36,56,0,42,9,6,MandyBohm,125,71,34,2.93,4.2,0.0,0.5,43,58,0,71,7,2,-1,0,0
680,JunyongPark,185,10,32,4.86,3.79,2.27,0.7,50,52,54,70,15,5,DenisTiuliulin,185,77,35,6.18,6.06,0.0,0.0,42,42,0,75,11,6,1,1,0
681,TatsuroTaira,125,70,23,3.25,1.15,2.47,3.1,64,56,30,60,12,0,JesusAguilar,125,62,27,2.01,1.17,3.77,1.3,46,66,37,0,8,1,1,1,0
682,IslamMakhachev,155,10,32,2.37,0.95,3.42,1.3,59,66,65,88,23,1,AlexanderVolkanovski,145,71,35,6.79,3.53,1.71,0.2,57,60,36,73,25,1,1,0,0
683,YairRodriguez,145,11,31,4.67,4.12,0.83,0.7,45,53,28,62,15,3,JoshEmmett,145,70,38,4.28,4.29,1.04,0.1,37,63,40,58,18,2,1,1,0
684,JackDellaMaddalena,170,11,27,8.45,4.22,0.0,0.0,50,67,0,71,13,2,RandyBrown,170,78,33,4.38,3.25,0.69,0.6,48,54,33,71,16,4,1,1,0
685,JustinTafa,264,74,30,5.02,5.94,0.0,0.0,55,49,0,0,5,3,ParkerPorter,265,75,38,6.49,6.32,1.45,0.5,49,52,28,50,13,7,1,0,1
686,JimmyCrute,205,74,27,4.33,2.76,4.87,2.0,56,50,75,60,12,3,AlonzoMenifield,205,76,36,3.91,3.24,0.81,0.2,56,52,30,85,13,3,-5,0,0
687,TysonPedro,205,79,32,2.95,2.35,0.64,1.3,64,51,25,52,9,3,ModestasBukauskas,205,78,29,3.59,4.54,0.0,0.0,37,52,0,0,13,5,0,0,0
688,JoshCulibao,145,10,29,3.06,3.06,0.0,0.3,44,61,0,82,10,1,MelsikBaghdasaryan,145,70,31,6.0,3.48,0.0,0.0,62,53,0,76,7,1,1,1,0
689,ShannonRoss,125,66,34,7.15,8.43,0.0,0.0,38,54,0,0,13,6,KleydsonRodrigues,125,67,28,5.73,3.07,1.0,1.0,61,48,25,66,7,2,0,0,1
690,JamieMullarkey,155,74,29,4.18,4.88,2.53,0.2,43,53,30,66,15,5,FranciscoPrado,155,10,21,0.0,0.0,0.0,0.0,0,0,0,0,11,0,1,0,0
691,JackJenkins,145,68,30,3.59,1.17,4.14,0.0,73,71,66,0,10,2,DonShainis,145,67,33,6.0,8.0,0.0,0.0,0,0,0,0,12,4,1,0,0
692,LomaLookboonmee,115,61,27,4.21,2.56,1.83,0.0,58,53,47,74,7,3,EliseReed,115,63,31,2.77,3.57,0.94,0.0,51,50,0,50,6,2,-5,0,0
693,ShaneYoung,145,72,30,5.22,5.01,0.8,0.0,40,55,23,56,13,6,BlakeBilder,145,68,33,2.78,3.71,0.0,9.3,52,55,0,0,7,0,0,0,0
694,ZubairaTukhugov,155,68,32,2.94,2.84,2.46,0.0,39,65,43,0,20,5,ElvesBrener,155,10,26,0.0,0.0,0.0,0.0,0,0,0,0,13,3,0,0,0
695,JessicaAndrade,125,62,32,6.8,5.26,2.72,0.4,51,54,55,73,24,9,ErinBlanchfield,125,66,24,5.79,2.45,4.0,1.4,57,61,68,75,10,1,-5,0,0
696,JordanWright,205,77,32,5.67,7.54,3.6,0.7,65,32,50,0,12,4,ZacPauga,205,76,35,5.71,2.14,0.0,0.0,64,70,0,0,6,1,0,0,0
697,JoshParisian,265,79,34,4.97,5.11,1.06,0.3,52,41,30,42,15,5,JamalPogues,205,77,28,3.93,4.1,3.5,0.0,47,54,53,0,9,3,0,0,0
698,WilliamKnight,205,10,35,2.95,2.99,2.07,0.5,59,32,44,48,11,4,MarcinPrachnio,205,74,35,5.84,4.15,0.0,0.0,54,53,0,53,15,6,0,0,0
699,JimMiller,155,71,40,2.79,2.93,1.62,1.8,41,58,43,47,35,16,AlexanderHernandez,155,72,31,4.09,4.54,1.63,0.2,39,55,33,61,13,6,0,0,0
700,NazimSadykhov,155,10,29,4.42,2.59,0.0,0.0,59,65,0,77,7,1,EvanElder,155,10,26,1.8,5.0,0.0,0.0,45,33,0,33,7,1,1,0,1
701,LinaLansberg,135,65,41,2.7,3.86,0.56,0.1,55,44,27,48,10,7,MayraBuenoSilva,135,66,32,4.23,5.01,0.0,1.5,54,59,0,67,9,2,-5,0,0
702,JamallEmmers,145,10,34,5.73,4.44,2.76,0.4,53,55,53,0,18,6,KhuseinAskhabov,135,69,28,0.0,0.0,0.0,0.0,0,0,0,0,23,0,1,0,0
703,OvinceSaintPreux,205,80,40,2.72,3.09,1.15,0.5,47,45,38,66,26,16,PhilipeLins,205,78,38,3.4,4.25,1.84,0.0,49,43,36,0,15,5,0,0,1
704,AJFletcher,170,10,26,4.04,5.34,2.31,0.9,50,47,41,40,9,2,ThembaGorimbo,170,77,32,0.0,0.0,0.0,0.0,0,0,0,0,10,3,1,1,0
705,ClaytonCarpenter,125,66,27,5.27,3.4,3.0,0.0,51,59,50,0,6,0,JuancamiloRonderos,125,64,28,4.78,3.91,0.0,0.0,34,67,0,0,4,1,1,1,0
706,NikitaKrylov,205,77,31,4.45,2.5,2.11,1.2,55,44,35,53,29,9,RyanSpann,205,79,32,3.42,3.42,1.46,1.8,44,48,35,50,21,7,-5,0,0
707,AndreMuniz,185,78,33,1.91,1.45,3.71,2.1,55,52,40,45,23,4,BrendanAllen,185,75,28,3.99,4.01,1.31,1.5,55,44,44,50,20,5,0,1,0
708,AugustoSakai,265,77,32,4.73,4.07,0.13,0.0,48,48,33,54,15,5,Don'TaleMayes,260,81,31,3.65,3.84,1.11,0.0,45,43,53,57,9,4,1,0,0
709,TatianaSuarez,115,66,33,4.82,1.45,6.47,0.6,65,48,62,0,9,0,MontanaDeLaRosa,125,68,28,2.6,3.19,2.08,1.0,37,42,31,63,12,7,-5,0,0
710,MikeMalott,170,73,32,5.02,4.19,1.55,0.8,40,54,33,0,8,1,YohanLainesse,170,76,31,2.69,3.66,1.17,0.6,43,60,28,88,9,1,1,1,0
711,ErickGonzalez,155,11,31,3.06,6.65,2.0,0.0,43,41,33,33,14,7,TrevorPeek,155,70,28,7.09,8.53,1.97,0.0,68,32,50,50,7,0,0,0,1
712,JasmineJasudavicius,125,68,34,3.36,4.56,2.0,0.0,40,50,37,70,7,2,GabriellaFernandes,125,66,30,0.0,0.0,0.0,0.0,0,0,0,0,8,1,-5,0,0
713,JordanLeavitt,155,71,28,2.43,1.88,2.43,1.2,63,54,28,30,10,2,VictorMartinez,155,70,32,9.6,7.53,1.0,0.0,52,55,50,75,13,4,1,0,1
714,OdeOsbourne,125,73,31,4.84,4.93,0.95,0.5,43,43,25,66,11,5,CharlesJohnson,125,70,32,4.66,3.99,0.0,0.0,55,50,0,57,13,3,1,0,0
715,JoeSolecki,155,70,30,2.54,1.74,2.44,1.1,56,50,47,50,12,3,CarlDeaton,155,69,34,0.0,0.0,0.0,0.0,0,0,0,0,17,5,1,1,0
716,RafaelAlves,155,68,33,2.46,4.14,0.41,1.2,50,58,25,60,20,11,NurulloAliev,155,10,23,6.52,0.65,3.26,0.0,58,40,20,0,8,0,0,0,0
717,PetrYan,135,67,30,5.31,4.03,1.86,0.2,53,59,56,90,16,4,MerabDvalishvili,135,68,32,4.21,2.31,6.54,0.3,40,58,40,78,15,4,0,0,0
718,AlexanderVolkov,250,80,35,4.88,3.04,0.51,0.1,57,53,70,71,35,10,AlexandrRomanov,262,75,33,3.78,1.86,5.18,1.1,50,48,62,20,16,1,1,0,1
719,NikitaKrylov,205,77,31,4.45,2.5,2.11,1.2,55,44,35,53,29,9,RyanSpann,205,79,32,3.42,3.42,1.46,1.8,44,48,35,50,21,7,1,1,0
720,SaidNurmagomedov,135,70,31,3.64,2.05,0.52,1.0,45,61,9,63,17,2,JonathanMartinez,135,70,29,4.84,3.88,0.51,0.0,49,58,45,70,17,4,0,0,0
721,VitorPetrino,205,77,26,4.88,2.09,0.0,0.0,50,57,0,66,7,0,AntonTurkalj,205,78,27,1.13,1.85,8.48,0.0,57,48,68,0,8,1,1,0,0
722,KarlWilliams,205,79,33,1.6,0.07,3.0,0.0,55,91,0,0,7,1,LukaszBrzeski,236,78,31,6.86,3.78,1.04,1.0,46,60,66,0,8,2,1,0,0
723,RaphaelAssuncao,135,66,41,3.24,2.41,1.47,0.3,41,67,38,78,28,9,DaveyGrant,135,69,38,4.83,4.02,1.6,0.1,44,56,42,65,14,6,0,1,0
724,SedriquesDumas,185,79,28,2.55,1.28,9.15,9.1,66,66,0,0,7,0,JoshFremd,185,76,29,2.64,2.79,0.72,0.7,50,36,50,26,9,4,0,1,0
725,MarioBautista,135,69,30,5.61,3.92,2.25,1.1,50,54,66,66,11,2,GuidoCannetti,135,68,44,3.58,2.93,2.16,0.4,55,51,52,70,10,7,1,1,0
726,VictorHenry,135,68,36,7.87,6.47,0.0,0.0,49,47,0,75,22,6,TonyGravely,135,69,32,3.61,3.45,5.83,0.3,48,47,47,52,23,8,1,0,0
727,ArianeLipski,125,67,29,3.34,4.1,0.18,0.4,36,51,20,55,14,8,JJAldrich,125,67,31,4.05,4.54,0.9,0.0,45,60,37,75,11,5,-5,0,0
728,TysonNam,125,68,40,3.68,5.66,0.0,0.0,32,64,0,0,21,12,BrunoSilva,125,65,33,2.98,3.23,2.89,0.0,46,58,31,64,12,5,0,1,0
729,CarlstonHarris,170,76,36,4.03,2.07,0.0,1.6,45,66,0,75,17,5,JaredGooden,170,77,30,5.16,7.59,0.65,0.0,45,49,0,85,22,8,1,0,0
730,LeonEdwards,170,74,32,2.59,2.28,1.39,0.4,50,53,33,68,20,3,KamaruUsman,170,76,36,4.55,2.56,3.01,0.1,53,57,48,97,20,2,1,0,0
731,JustinGaethje,155,11,35,7.46,7.85,0.0,0.0,60,55,0,75,23,4,RafaelFiziev,155,71,30,4.81,4.86,0.36,0.0,50,50,40,92,12,1,1,0,0
732,GunnarNelson,170,11,35,1.83,3.05,1.86,0.9,60,50,60,66,18,5,BryanBarberena,170,72,34,5.92,4.9,0.16,0.3,48,44,25,54,18,9,1,1,0
733,JenniferMaia,125,64,35,3.98,4.35,0.3,0.1,37,57,30,55,20,9,CaseyO'Neill,125,69,26,8.65,4.68,2.59,1.0,57,57,44,60,9,0,-5,0,0
734,MarvinVettori,185,74,30,4.2,3.58,1.89,0.6,44,59,44,74,18,6,RomanDolidze,185,76,35,2.62,2.06,2.12,2.1,47,57,52,33,12,1,1,0,0
735,JackShore,135,71,28,3.96,2.34,3.66,0.6,58,57,39,80,16,1,MakwanAmirkhani,145,10,35,1.35,2.98,4.15,1.1,44,46,43,38,17,8,1,1,0
736,ChrisDuncan,155,10,30,7.1,7.94,4.18,0.0,44,41,40,0,9,1,OmarMorales,155,11,38,3.47,3.12,0.54,0.0,38,61,0,63,11,3,1,0,0
737,SamPatterson,155,78,27,2.69,2.9,0.0,3.2,37,51,0,50,10,1,YanalAshmouz,155,68,28,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1
738,MuhammadMokaev,125,70,23,1.15,0.99,8.88,1.0,54,53,54,0,9,0,JafelFilho,125,68,30,2.52,2.95,2.6,1.3,42,46,28,0,14,2,1,1,0
739,LeroneMurphy,145,73,32,2.58,1.9,0.76,0.8,42,62,33,36,11,0,GabrielSantos,145,70,27,0.0,0.0,0.0,0.0,0,0,0,0,10,0,1,0,0
740,ChristianDuncan,185,79,28,0.0,0.0,0.0,0.0,0,0,0,0,7,0,DuskoTodorovic,185,74,29,5.64,4.54,0.99,0.0,57,47,12,45,12,3,1,0,1
741,JakeHadley,125,70,27,4.02,3.54,0.49,1.9,48,61,0,37,9,1,MalcolmGordon,125,71,33,1.9,2.04,1.66,0.8,44,41,30,9,14,6,1,0,1
742,JoanneWood,125,65,38,6.76,4.54,1.53,0.4,50,52,55,59,15,8,LuanaCarolina,125,69,30,4.64,3.55,0.0,1.0,50,47,0,82,8,3,-5,0,0
743,JaiHerbert,155,77,35,2.45,2.85,0.0,0.0,41,42,0,55,12,4,LudovitKlein,155,72,28,3.51,3.87,1.02,0.0,56,48,33,87,19,4,-5,0,0
744,JulianaMiller,125,66,27,3.87,2.15,4.3,1.1,63,37,0,0,4,1,VeronicaHardy,125,64,28,3.13,5.06,0.57,0.6,39,43,18,46,6,4,-5,0,0
745,MarlonVera,135,70,31,4.28,5.01,0.68,1.1,50,51,42,68,20,7,CorySandhagen,135,11,31,6.15,4.21,0.71,0.4,44,56,20,63,15,4,0,0,0
746,HollyHolm,135,69,42,3.24,2.86,0.72,0.1,39,56,26,78,14,6,YanaSantos,135,68,34,4.28,2.94,1.53,0.2,56,50,53,50,14,6,1,0,0
747,NateLandwehr,145,72,35,6.37,5.56,1.3,1.3,51,53,66,86,16,4,AustinLingo,145,10,29,4.0,3.82,0.67,0.0,42,58,66,80,9,1,1,1,0
748,AndreaLee,125,69,34,5.43,3.64,1.68,0.7,49,64,50,56,13,6,MayceeBarber,125,65,25,4.42,2.64,1.12,0.1,53,53,32,66,11,2,-5,0,0
749,AlexPerez,125,65,31,4.67,3.14,2.84,1.3,48,60,44,77,24,7,ManelKape,125,68,30,4.46,3.92,0.56,0.6,52,54,28,69,18,6,-5,0,0
750,ChidiNjokuani,185,80,35,4.28,2.47,0.0,0.4,72,52,0,75,22,8,AlbertDuraev,185,11,34,2.91,2.46,2.11,1.1,43,65,21,50,15,4,0,0,0
751,DanielPineda,145,69,38,3.35,2.97,1.42,1.6,48,45,22,42,27,14,TuckerLutz,145,72,29,4.1,3.02,2.0,0.2,51,44,66,70,12,2,1,1,0
752,StevenPeterson,145,10,33,5.17,5.97,1.61,0.8,41,53,29,64,19,10,LucasAlexander,145,11,28,0.49,1.97,0.0,0.0,50,50,0,0,7,3,0,0,0
753,TrevinGiles,170,74,31,2.9,1.99,1.46,0.4,54,60,57,73,15,4,PrestonParsons,170,11,28,5.22,3.83,3.19,4.0,63,49,40,0,10,3,1,0,0
754,CJVergara,125,68,32,4.83,4.63,0.0,0.0,56,51,0,73,10,4,DanielLacerda,125,70,27,4.29,0.26,1.4,0.0,60,26,33,0,11,4,1,0,1
755,VictorAltamirano,125,70,32,7.04,5.32,2.23,0.0,60,50,41,72,11,2,ViniciusSalvador,125,70,27,8.43,7.15,0.0,0.0,45,61,0,0,14,4,1,0,0
756,AlexPereira,185,79,36,5.23,3.63,0.33,0.0,59,53,0,73,7,1,IsraelAdesanya,185,80,34,3.93,2.8,0.06,0.2,50,58,14,77,23,2,0,0,1
757,GilbertBurns,170,10,37,3.42,3.17,2.03,0.6,48,54,35,47,21,5,JorgeMasvidal,170,11,39,4.11,3.06,1.44,0.3,48,64,59,74,35,16,1,0,0
758,RobFont,135,71,36,6.38,3.95,1.03,0.4,46,57,37,55,19,6,AdrianYanez,135,70,30,6.62,5.49,0.0,0.0,40,59,0,0,16,3,1,0,1
759,KevinHolland,170,81,31,4.06,2.96,0.89,0.5,54,52,41,50,23,9,SantiagoPonzinibbio,170,73,37,5.02,4.65,0.52,0.0,41,61,30,60,30,6,1,0,1
760,RaulRosasJr.,135,67,19,1.3,0.9,4.23,2.5,48,33,62,0,7,0,ChristianRodriguez,135,71,26,3.31,2.43,0.88,1.8,41,56,50,56,8,1,0,0,0
761,ChrisCurtis,185,10,36,5.82,6.39,0.0,0.0,56,55,0,0,30,9,KelvinGastelum,185,71,32,3.53,3.24,1.05,0.1,41,57,32,62,17,8,0,0,0
762,MichelleWaterson-Gomez,115,62,37,3.6,4.09,1.43,0.8,48,50,33,67,18,10,LuanaPinheiro,115,62,31,4.49,3.4,4.76,0.7,41,60,77,0,10,1,-5,0,0
763,GeraldMeerschaert,185,77,36,3.11,3.45,2.17,1.7,43,52,37,29,35,15,JoePyfer,185,75,27,3.49,2.55,2.01,1.0,44,55,0,50,10,2,0,0,1
764,KarlWilliams,235,79,33,2.07,0.9,5.5,0.0,61,53,68,0,8,1,ChaseSherman,250,78,34,6.3,6.85,0.1,0.0,46,51,50,66,16,11,-5,0,0
765,CynthiaCalvillo,125,64,36,4.16,3.95,1.88,0.9,39,65,44,75,9,5,LoopyGodinez,115,61,30,2.97,2.47,4.54,0.8,48,59,45,81,8,3,-5,0,0
766,IgnacioBahamondes,155,75,26,8.33,5.03,0.0,0.6,47,58,0,95,13,4,TreyOgden,155,11,34,3.73,4.03,1.0,1.0,43,57,15,0,16,5,1,0,0
767,ShayilanNuerdanbieke,145,69,29,2.17,2.93,2.93,0.0,44,48,32,40,39,10,SteveGarcia,145,75,31,5.15,2.52,1.76,0.4,57,46,44,0,13,5,0,0,1
768,JaquelineAmorim,115,68,28,0.0,0.0,0.0,0.0,0,0,0,0,6,0,SamHughes,115,64,31,3.93,4.88,1.14,0.0,47,52,37,47,7,5,-5,0,0
769,MaxHolloway,145,11,32,7.24,4.89,0.29,0.3,47,59,53,84,23,7,ArnoldAllen,145,70,29,3.4,2.25,1.35,0.4,42,67,50,76,19,1,1,0,0
770,EdsonBarboza,145,11,37,3.96,4.1,0.38,0.1,44,58,44,75,22,11,BillyQuarantillo,145,10,35,7.88,5.72,1.55,1.2,58,40,24,58,17,4,1,0,1
771,DustinJacoby,205,76,35,5.58,3.98,0.34,0.0,46,60,30,58,18,6,AzamatMurzakanov,205,10,34,4.63,2.44,0.6,0.0,60,62,14,0,12,0,0,0,0
772,TannerBoser,205,75,32,4.21,2.2,0.0,0.0,52,62,0,64,20,9,IonCutelaba,205,75,30,4.43,3.3,4.7,0.0,42,47,57,77,16,9,0,0,1
773,PedroMunhoz,135,65,37,5.4,5.96,0.55,0.6,44,58,20,81,19,7,ChrisGutierrez,135,67,32,4.7,2.58,0.44,0.1,58,64,37,73,19,3,1,0,0
774,ClayGuida,155,70,42,2.58,2.8,3.27,0.7,34,62,37,68,38,19,RafaGarcia,155,70,29,3.27,4.21,4.24,0.3,40,58,45,76,15,3,0,0,0
775,BillAlgeo,145,73,34,5.68,4.14,0.77,0.0,53,46,38,55,16,7,TJBrown,145,72,33,3.4,2.69,3.62,1.6,44,49,56,38,17,9,1,1,0
776,BrandonRoyval,125,68,31,3.32,2.72,0.7,2.4,36,50,0,39,14,6,MatheusNicolau,125,66,30,3.72,3.08,1.52,0.9,53,67,45,93,19,3,1,0,1
777,ZakCummings,205,75,39,2.58,2.83,0.68,0.7,32,55,28,65,24,7,EdHerman,205,77,43,3.28,3.52,2.08,1.1,48,42,48,59,27,15,1,0,1
778,GillianRobertson,115,63,28,2.28,2.93,2.59,1.0,48,49,41,28,11,7,PieraRodriguez,115,63,31,3.91,3.02,3.67,0.0,47,60,39,77,9,0,-5,0,0
779,LandoVannata,155,71,31,4.64,4.71,1.21,0.3,44,53,42,68,12,6,DanielZellhuber,155,77,24,5.57,5.57,0.5,0.0,42,55,50,88,12,1,0,0,0
780,BrunaBrasil,115,65,30,4.19,1.99,3.14,0.0,81,44,0,62,8,2,DeniseGomes,115,63,24,4.07,3.43,0.0,1.5,43,57,0,44,6,2,-5,0,0
781,AaronPhillips,135,71,34,1.65,3.44,0.0,0.4,56,39,0,44,12,4,GastonBolanos,135,69,31,0.0,0.0,0.0,0.0,0,0,0,0,6,3,0,0,0
782,JoselyneEdwards,135,70,28,5.61,3.65,0.4,0.2,53,49,16,63,12,4,LuciePudilova,135,67,29,4.17,3.98,0.43,0.7,37,52,27,61,14,7,-5,0,0
783,SergeiPavlovich,257,84,31,8.07,4.3,0.0,0.0,51,48,0,66,17,1,CurtisBlaydes,265,80,32,3.54,1.7,6.05,0.0,51,59,53,33,17,3,1,0,1
784,BradTavares,185,74,36,3.3,3.01,0.86,0.0,43,56,26,80,19,8,BrunoSilva,185,74,34,4.31,4.58,0.66,0.0,48,44,18,71,22,8,0,0,1
785,BobbyGreen,155,10,37,5.99,3.67,1.3,0.3,52,62,38,72,29,14,JaredGordon,155,68,35,5.37,3.22,2.07,0.0,58,58,40,61,19,6,-5,0,0
786,IasminLucindo,125,66,21,4.4,5.73,0.0,0.0,36,60,0,0,13,5,BroganWalker,125,67,35,2.15,3.87,0.0,0.0,62,36,0,0,8,3,-5,0,0
787,JeremiahWells,170,74,37,3.68,1.62,1.28,1.3,49,32,12,0,11,2,MatthewSemelsberger,170,75,31,4.6,4.57,1.39,0.2,42,56,77,61,11,4,1,0,0
788,RickyGlenn,155,70,34,4.03,3.89,0.57,0.4,43,52,13,68,22,6,ChristosGiagos,155,10,33,2.81,2.87,3.21,0.4,41,48,41,52,19,10,0,0,1
789,RaniYahya,135,67,39,1.58,1.76,2.9,1.9,38,50,33,24,28,10,MontelJackson,135,10,31,3.39,1.4,3.54,0.3,54,63,71,67,12,2,0,0,1
790,KarolRosa,145,67,29,6.14,4.11,1.67,0.0,56,49,50,72,16,4,NormaDumont,145,67,33,3.64,2.04,1.19,0.0,49,69,53,70,8,2,-5,0,0
791,FrancisMarshall,145,72,24,6.26,4.95,4.95,0.0,42,53,53,0,7,0,WilliamGomis,145,73,26,2.13,1.33,3.0,0.0,45,62,60,0,11,2,0,0,0
792,BradyHiestand,135,71,24,2.83,4.03,4.5,0.5,50,43,47,50,7,2,BatgerelDanaa,135,70,34,6.22,4.56,0.35,0.0,37,48,33,66,12,4,1,0,1
793,SongYadong,135,67,26,4.55,3.93,0.63,0.2,41,59,55,71,19,7,RickySimon,135,69,31,3.04,2.95,6.55,0.5,44,64,52,75,20,3,1,0,1
794,CaioBorralho,185,10,30,2.36,1.6,2.23,0.5,61,60,75,50,13,1,MichalOleksiejczuk,185,74,28,4.94,3.98,0.67,0.0,50,64,42,43,18,5,1,1,0
795,RodolfoVieira,185,73,34,3.62,5.09,3.9,1.0,54,49,27,0,8,2,CodyBrundage,185,72,29,2.34,2.88,3.2,1.1,52,51,46,68,8,3,1,1,0
796,JulianErosa,145,74,34,6.19,6.27,1.69,0.7,48,48,48,61,28,11,FernandoPadilla,145,76,27,0.0,0.0,0.0,0.0,0,0,0,0,14,4,0,0,1
797,MarcosRogeriodeLima,253,75,38,3.57,2.41,1.09,0.6,54,53,50,57,20,9,WaldoCortes-Acosta,260,78,32,7.81,4.07,0.0,0.0,50,59,0,66,9,0,1,0,0
798,JoshQuinlan,170,72,30,5.45,1.02,0.0,0.0,53,80,0,66,6,0,TreyWaters,170,77,28,4.74,6.17,0.0,3.6,27,61,0,0,7,1,0,0,0
799,MartinBuday,265,77,32,4.59,4.88,0.0,0.0,48,55,0,0,11,1,JakeCollier,230,78,35,5.75,4.82,0.89,0.5,43,50,35,67,13,8,1,0,0
800,CodyDurden,125,67,32,3.13,3.13,4.17,0.3,49,49,41,71,14,4,CharlesJohnson,125,70,32,4.46,3.75,0.3,0.0,53,56,14,60,13,4,1,0,0
801,StephanieEgger,135,68,35,1.8,1.72,3.22,0.8,56,52,40,44,8,3,IrinaAlekseeva,135,67,33,0.0,0.0,0.0,0.0,0,0,0,0,4,1,-5,0,0
802,JourneyNewson,135,67,34,2.76,2.42,0.65,0.3,33,66,33,43,10,4,MarcusMcGhee,135,69,33,0.0,0.0,0.0,0.0,0,0,0,0,6,1,0,1,0
803,HaileyCowan,135,67,31,1.73,1.27,1.0,0.0,42,52,0,75,7,2,Jamey-LynHorth,135,66,33,0.0,0.0,0.0,0.0,0,0,0,0,5,0,-5,0,0
804,AljamainSterling,135,71,34,4.7,2.18,1.98,0.9,51,61,24,41,22,3,HenryCejudo,135,64,36,3.92,2.77,2.12,0.2,45,65,33,93,16,2,1,0,0
805,BelalMuhammad,170,11,35,4.47,3.68,2.19,0.2,42,58,35,92,22,3,GilbertBurns,170,10,37,3.38,3.13,2.16,0.6,47,54,37,47,22,5,1,0,0
806,JessicaAndrade,115,62,32,6.84,5.34,2.64,0.4,51,54,54,73,24,10,YanXiaonan,115,63,34,5.45,3.53,0.87,0.0,44,61,66,70,16,3,-5,0,0
807,MovsarEvloev,145,72,29,4.36,2.79,4.83,0.3,46,63,50,71,16,0,DiegoLopes,145,11,29,1.96,4.31,0.0,4.4,50,40,0,25,21,5,1,0,0
808,KronGracie,145,70,35,5.15,8.13,0.88,0.9,41,53,25,0,5,1,CharlesJourdain,145,69,28,5.84,4.56,0.12,0.5,49,58,16,48,13,6,0,0,0
809,DrewDober,155,70,35,4.47,4.4,0.71,0.1,40,51,17,55,26,11,MattFrevola,155,71,33,3.46,3.49,2.39,1.0,41,59,37,42,10,3,0,0,1
810,KennedyNzechukwu,205,83,31,4.63,4.19,0.74,0.1,44,51,55,80,11,3,DevinClark,205,75,33,2.91,2.71,2.36,0.1,55,45,34,59,14,7,1,1,0
811,KhaosWilliams,170,77,29,5.0,4.12,0.0,0.0,37,48,0,75,13,3,RolandoBedoya,170,11,26,0.0,0.0,0.0,0.0,0,0,0,0,14,1,1,0,0
812,MarinaRodriguez,115,65,36,4.8,3.05,0.19,0.2,47,57,33,65,16,2,VirnaJandiroba,115,64,35,2.45,3.19,2.31,1.1,38,57,38,73,18,3,-5,0,0
813,BraxtonSmith,257,11,33,0.0,0.0,0.0,0.0,0,0,0,0,5,1,ParkerPorter,265,75,38,6.49,6.33,1.43,0.5,49,51,28,50,13,8,0,0,1
814,PhilHawes,185,77,34,5.46,3.49,2.37,0.3,59,56,36,0,12,4,IkramAliskerov,185,76,31,3.26,7.91,6.98,7.0,58,41,33,0,13,1,0,0,1
815,JosephHolmes,185,80,28,3.1,2.73,1.41,0.9,51,58,37,55,8,3,ClaudioRibeiro,185,77,31,3.91,2.89,0.0,0.0,62,45,0,0,10,3,0,0,1
816,JairzinhoRozenstruik,242,78,35,2.93,3.23,0.0,0.0,46,45,0,75,13,4,JailtonAlmeida,205,79,32,4.19,0.34,6.73,2.2,64,10,70,50,18,2,0,1,0
817,AnthonySmith,205,76,35,2.99,4.37,0.44,0.7,47,42,27,48,36,17,JohnnyWalker,205,82,31,3.38,2.6,0.41,1.2,60,42,0,58,20,7,0,0,0
818,DanielRodriguez,170,74,37,7.42,5.22,0.63,0.1,50,56,50,63,17,3,IanGarry,170,74,26,6.79,4.19,0.3,0.0,56,52,50,63,11,0,0,0,1
819,CarlosUlberg,205,77,33,8.27,3.53,0.99,0.0,62,53,0,0,8,1,IhorPotieria,205,75,27,4.72,5.45,0.0,0.0,56,43,0,33,19,3,1,0,1
820,TimMeans,170,75,39,4.91,3.58,1.13,0.2,48,60,41,65,32,14,AlexMorono,170,11,33,5.22,4.09,0.3,0.3,42,57,20,53,22,8,0,1,0
821,MattBrown,170,75,42,3.77,2.94,1.71,1.3,55,54,46,64,25,19,CourtMcGee,170,11,39,4.68,3.69,1.86,0.5,37,60,25,69,22,11,1,0,1
822,KarlWilliams,235,79,33,2.07,0.9,5.5,0.0,61,53,68,0,8,1,ChaseSherman,250,78,34,6.3,6.85,0.1,0.0,46,51,50,66,16,11,1,0,0
823,CodyStamann,135,64,34,4.47,3.59,2.47,0.0,48,62,41,75,21,5,DouglasSilvadeAndrade,135,68,38,3.61,4.03,0.68,0.2,39,57,50,69,28,5,0,0,0
824,JiYeonKim,125,72,34,5.79,5.77,0.0,0.0,36,56,0,42,9,6,MandyBohm,125,71,34,2.93,4.2,0.0,0.5,43,58,0,71,7,2,-5,0,0
825,BryanBattle,170,77,29,4.42,3.87,0.79,0.4,54,40,20,38,9,2,GabeGreen,170,10,30,6.2,6.92,0.83,0.3,45,46,50,53,11,4,1,0,1
