,fighter_1,weight_1,reach_1,age_1,slpm_1,sapm_1,td_avg_1,sub_avg_1,strk_acc_1,strk_def_1,td_acc_1,td_def_1,wins_1,losses_1,fighter_2,weight_2,reach_2,age_2,slpm_2,sapm_2,td_avg_2,sub_avg_2,strk_acc_2,strk_def_2,td_acc_2,td_def_2,wins_2,losses_2,result,SUB_OVR,KO_OVR,Fighter_1_Odds,Fighter_2_Odds
306,DustinJacoby,205.0,76.0,34,5.3,3.75,0.39,0.0,46.0,58.0,42.0,58.0,17.0,5.0,Da-UnJung,205.0,78.0,29,4.03,3.77,2.6,0.3,44.0,55.0,61.0,88.0,15.0,2.0,1,0,1,100.0,-140.0
307,DwightGrant,185.0,76.0,38,3.26,2.55,0.72,0.0,34.0,61.0,0.0,68.0,11.0,5.0,DustinStoltzfus,185.0,75.0,31,2.87,3.08,1.7,0.7,41.0,47.0,33.0,46.0,13.0,4.0,0,0,0,-105.0,-140.0
308,JackHermansson,185.0,77.0,34,4.97,3.83,1.73,0.5,44.0,54.0,30.0,75.0,22.0,7.0,ChrisCurtis,185.0,10.0,35,7.23,6.28,0.0,0.0,65.0,48.0,0.0,0.0,29.0,8.0,1,0,0,-112.0,-115.0
309,PaddyPimblett,155.0,10.0,27,6.07,3.89,1.82,1.8,57.0,46.0,25.0,0.0,18.0,3.0,JordanLeavitt,155.0,71.0,27,2.49,1.82,1.8,1.4,61.0,53.0,26.0,33.0,10.0,1.0,1,1,0,-333.0,210.0
310,NikitaKrylov,205.0,77.0,30,4.35,2.44,1.43,1.3,56.0,43.0,35.0,54.0,27.0,9.0,AlexanderGustafsson,205.0,79.0,35,4.02,3.42,1.54,0.4,40.0,51.0,39.0,83.0,18.0,7.0,1,0,1,-220.0,155.0
311,PaulCraig,205.0,76.0,35,2.51,2.49,2.13,2.0,51.0,48.0,26.0,50.0,16.0,4.0,VolkanOezdemir,205.0,75.0,33,4.75,4.27,0.31,0.0,45.0,53.0,18.0,80.0,17.0,6.0,0,0,0,110.0,-152.0
312,MasonJones,155.0,10.0,27,6.71,5.59,4.43,0.0,45.0,46.0,52.0,78.0,11.0,1.0,LudovitKlein,155.0,72.0,27,3.58,4.22,1.38,0.0,55.0,45.0,36.0,80.0,18.0,4.0,0,0,0,-470.0,300.0
313,MarcDiakiese,155.0,10.0,29,2.84,2.56,3.17,0.0,39.0,53.0,42.0,62.0,15.0,5.0,DamirHadzovic,155.0,70.0,36,3.92,3.7,0.92,0.2,48.0,62.0,62.0,37.0,14.0,6.0,1,0,0,-450.0,300.0
314,NathanielWood,145.0,69.0,29,6.28,4.36,1.29,0.9,46.0,53.0,46.0,75.0,17.0,5.0,CharlesRosa,145.0,69.0,36,3.05,3.62,1.64,1.0,36.0,48.0,37.0,38.0,14.0,7.0,1,0,0,120.0,-155.0
315,MakwanAmirkhani,145.0,10.0,34,1.36,2.41,4.08,1.2,43.0,51.0,43.0,50.0,17.0,7.0,JonathanPearce,145.0,71.0,30,4.98,4.1,6.79,1.3,52.0,48.0,58.0,60.0,12.0,4.0,0,0,1,124.0,-175.0
316,MuhammadMokaev,125.0,70.0,22,2.07,1.03,0.0,5.5,40.0,80.0,0.0,0.0,7.0,0.0,CharlesJohnson,125.0,70.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,1,0,0,-500.0,320.0
317,JaiHerbert,155.0,77.0,34,2.47,2.9,0.0,0.0,36.0,45.0,0.0,42.0,11.0,4.0,KyleNelson,155.0,11.0,31,3.63,6.82,0.96,1.9,41.0,47.0,12.0,60.0,13.0,4.0,1,0,0,-303.0,210.0
318,ClaudioSilva,170.0,11.0,40,2.81,3.0,2.63,1.3,41.0,44.0,25.0,50.0,14.0,3.0,NicolasDalby,170.0,11.0,38,3.26,3.56,1.25,0.0,38.0,54.0,29.0,65.0,19.0,4.0,0,0,0,170.0,-250.0
319,BrandonMoreno,125.0,70.0,29,3.54,3.31,1.84,0.7,39.0,57.0,47.0,69.0,19.0,6.0,KaiKara-France,125.0,69.0,29,4.84,3.51,0.43,0.0,40.0,65.0,21.0,86.0,24.0,9.0,1,0,1,-225.0,163.0
320,DerrickLewis,260.0,79.0,37,2.56,2.51,0.6,0.0,50.0,41.0,28.0,55.0,26.0,9.0,SergeiPavlovich,257.0,84.0,30,6.08,4.45,0.0,0.0,50.0,46.0,0.0,66.0,15.0,1.0,0,0,1,-122.0,-180.0
